created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 20:26:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1,1,RasBenjiMassop1,1732,1604,,"[{'text': 'covid19', 'indices': [69, 77]}]",,
Fri Jun 18 20:26:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,1,2,Sifistaz,904,2212,,,,South Africa
Fri Jun 18 20:26:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,580,645,Katappa29249880,0,0,,[],,
Fri Jun 18 20:26:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,73,22,Kasia_HP,8175,5490,,[],,"Las Vegas, NV"
Fri Jun 18 20:26:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1096,140,MichaelJ341,159,435,,"[{'text': 'COVAX', 'indices': [30, 36]}, {'text': 'COVID19', 'indices': [187, 195]}]",,"Dallas, TX"
Fri Jun 18 20:27:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,215,48,BrianMacDonald5,603,2689,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,Toronto Ontario
Fri Jun 18 20:27:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,40,36,vaccinateallorg,3,89,,,,
Fri Jun 18 20:27:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,3966,747,MichaelJ341,159,435,,"[{'text': 'COVID19', 'indices': [137, 145]}]",,"Dallas, TX"
Fri Jun 18 20:28:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,HesperusThinks,388,848,,,,
Fri Jun 18 20:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,10,7,grumpeoldman,5544,247,,[],,"Bombay, India"
Fri Jun 18 20:28:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,151,95,Cyngee01,67,317,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,
Fri Jun 18 20:28:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,ewaewa90,268,817,,,,"Kampala, Uganda"
Fri Jun 18 20:28:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,813,270,chinwind1,426,126,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,Melbourne Australia
Fri Jun 18 20:28:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,stridechc,691,819,,,,Colorado
Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,4,1,MWhalan,3998,4998,,"[{'text': 'COVID19', 'indices': [19, 27]}]",,Kiama
Fri Jun 18 20:29:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,136,120,JustSxbs,488,413,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,"FUCK ISRAEL, FREE PALESTINE"
Fri Jun 18 20:29:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,399,194,UkSophism,3745,4803,,[],,
Fri Jun 18 20:29:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1621,275,MichaelJ341,159,435,,"[{'text': 'COVID19', 'indices': [90, 98]}, {'text': 'IWD2021', 'indices': [206, 214]}]",,"Dallas, TX"
Fri Jun 18 20:29:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,450,182,egrrienemr,940,779,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,Scotland
Fri Jun 18 20:29:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,27,31,InsightfulW0rds,11,29,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]",,
Fri Jun 18 20:29:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,3251,210,ApplythePeppa,711,1264,,"[{'text': 'COVID19', 'indices': [29, 37]}]",,
Fri Jun 18 20:29:22 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",,,,en,3251,211,viralvideovlogs,6856,4582,,"[{'text': 'COVID19', 'indices': [29, 37]}]",,കേരളം
Fri Jun 18 20:29:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,399,195,burdish,1585,5000,,[],,
Fri Jun 18 20:29:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,136,121,awasim04,77,121,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,"Kolkata, India"
Fri Jun 18 20:29:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,20,17,hwilliams0085,955,2006,,"[{'text': 'covid19', 'indices': [77, 85]}]",,Northern California
Fri Jun 18 20:30:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,241,100,JuanBI15,69,129,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",,
Fri Jun 18 20:30:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,478,285,mhedge76,31,134,,"[{'text': 'Masks', 'indices': [198, 204]}, {'text': 'Covid19', 'indices': [205, 213]}, {'text': 'Myocarditis', 'indices': [214, 226]}, {'text': 'DrHodkinson', 'indices': [227, 239]}, {'text': 'DelBigtree', 'indices': [240, 251]}]",,
Fri Jun 18 20:30:19 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,en,,,riverside,2611,975,,,,Eastern Virginia
Fri Jun 18 20:30:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,6,5,Communist23,2073,5003,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",,
Fri Jun 18 20:31:07 +0000 2021,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>",,,,en,,,AllBrPolitics,225,106,,,,Brazil
Fri Jun 18 20:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,DerekMcLellan2,138,848,,,,"Glasgow, Scotland"
Fri Jun 18 20:31:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,816,271,macchica26,1937,2217,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Maple Grove, MN"
Fri Jun 18 20:31:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,935,526,JaliaM11,62,145,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
Fri Jun 18 20:31:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,8,6,m_larock,1494,4762,,"[{'text': 'COVID19SK', 'indices': [0, 10]}]",,Land of Living Skies & Bannock
Fri Jun 18 20:31:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,lyndsaylewellen,45,50,,,,
Fri Jun 18 20:31:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,401,196,awasim04,77,121,,[],,"Kolkata, India"
Fri Jun 18 20:32:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 20:32:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 20:32:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,6,3,ajividen73,300,963,,"[{'text': 'SARSCoV2', 'indices': [149, 158]}, {'text': 'COVID19', 'indices': [159, 167]}, {'text': 'Lockdown', 'indices': [168, 177]}, {'text': 'Vaccines', 'indices': [178, 187]}]",,
Fri Jun 18 20:32:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,68,40,CubaReport,2813,1208,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]",,"Havana, Cuba"
Fri Jun 18 20:32:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,12,5,PatrickP_Viking,305,117,,"[{'text': 'FridayVaccineFacts', 'indices': [0, 19]}, {'text': 'BringingSummerBack', 'indices': [29, 48]}]",,"Durham, NC"
Fri Jun 18 20:32:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,75,61,DeAissata,2119,314,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,Banjul
Fri Jun 18 20:33:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,151,96,JohnHRandall1,10,76,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Green Bay, Wisconsin"
Fri Jun 18 20:33:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,6,7,GEORGIA_CEAL,29,54,,"[{'text': 'COVID19', 'indices': [11, 19]}, {'text': 'ISaidYesGA', 'indices': [177, 188]}, {'text': 'VaccinateGA', 'indices': [189, 201]}]",,"Atlanta,Ga"
Fri Jun 18 20:33:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,137,122,Chibuik25929088,380,756,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,
Fri Jun 18 20:33:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,7,2,Manolincardona,40,409,,"[{'text': 'COVID19', 'indices': [19, 27]}]",,"New York, The Empire State."
Fri Jun 18 20:33:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,451,183,DvdW1987,55,502,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,
Fri Jun 18 20:34:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,216,49,boylondon402,322,744,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,Toronto
Fri Jun 18 20:34:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,TRabanyane,2749,4092,,,,
Fri Jun 18 20:34:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,818,272,AnitaWAnderson2,581,1354,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,
Fri Jun 18 20:34:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,51,26,OpenMarketingTV,18753,20134,,"[{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'EMAPresser', 'indices': [157, 168]}]",,Amsterdam
Fri Jun 18 20:34:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,21,2,LennartPyritz,590,748,,"[{'text': 'COVID19', 'indices': [17, 25]}]",,"Köln, Deutschland"
Fri Jun 18 20:34:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,936,527,imie001,99,311,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,za
Fri Jun 18 20:35:02 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,en,,,GaDPH,21317,679,,,,Georgia
Fri Jun 18 20:35:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,14,6,idahorner,1586,407,,[],,Walton on Thames Surrey
Fri Jun 18 20:35:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,66,29,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [82, 90]}, {'text': 'ACTogether', 'indices': [197, 208]}, {'text': 'VaccinEquity', 'indices': [209, 222]}]",,The Netherlands
Fri Jun 18 20:35:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 20:35:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,793,246,flashdorish,198,490,,"[{'text': 'COVID19', 'indices': [51, 59]}]",,GTA
Fri Jun 18 20:35:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,1,2,BBCWales,209777,238,,[],,🏴󠁧󠁢󠁷󠁬󠁳󠁿
Fri Jun 18 20:35:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,51,30,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [22, 30]}]",,The Netherlands
Fri Jun 18 20:35:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,58,34,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [201, 209]}, {'text': 'VaccinEquity', 'indices': [210, 223]}]",,The Netherlands
Fri Jun 18 20:35:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,22,8,dubengeldu,1448,5001,,"[{'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Vaccines', 'indices': [115, 124]}]",,BabyAWACS - TRULY independent.
Fri Jun 18 20:35:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,TrrJane,984,1013,,,,
Fri Jun 18 20:35:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,21,15,travelingtrio2,1226,1499,,[],,
Fri Jun 18 20:35:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,403,197,StarterPat,457,207,,[],,
Fri Jun 18 20:35:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,183,117,pauricthelodger,430,521,,,,"Edinburgh, Scotland"
Fri Jun 18 20:35:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,29,8,PotterWatchr,115,317,,"[{'text': 'Covid19', 'indices': [3, 11]}, {'text': 'StopTheSpread', 'indices': [141, 155]}]",,Calgary
Fri Jun 18 20:36:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,820,273,freethinkfacts,4228,4998,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,
Fri Jun 18 20:36:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,4,1,HappiestDiva,83,229,,[],,Trinidad and Tobago
Fri Jun 18 20:36:26 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,28,32,jamierobbins314,193,756,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]",,
Fri Jun 18 20:36:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,41,11,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [238, 246]}]",,The Netherlands
Fri Jun 18 20:36:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,40,11,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [58, 66]}, {'text': 'VaccinEquity', 'indices': [209, 222]}]",,The Netherlands
Fri Jun 18 20:36:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,Rona19Stats,8812,65,,,,
Fri Jun 18 20:36:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,29,9,macharoesink,4382,5002,,"[{'text': 'COVID19', 'indices': [200, 208]}]",,The Netherlands
Fri Jun 18 20:37:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 20:37:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 20:37:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,CarolynShimmin,2704,4974,,,,"Winnipeg,Manitoba"
Fri Jun 18 20:37:07 +0000 2021,"<a href=""https://www.socialchamp.io"" rel=""nofollow"">SocialChamp IO </a>",,,,en,,,TheAfricaReport,189871,1162,,,,"Paris, France"
Fri Jun 18 20:37:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,StevieKnicks21,1793,1010,,,,"Brooklyn, NY"
Fri Jun 18 20:37:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,63,13,YANDANI_M,3174,961,,,,South Beach
Fri Jun 18 20:37:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,46,14,KarlHeinzHasliP,1145,2525,,"[{'text': 'India', 'indices': [17, 23]}, {'text': 'Uganda', 'indices': [44, 51]}, {'text': 'IndiaCovidCrisis', 'indices': [158, 175]}, {'text': 'Uganda', 'indices': [192, 199]}, {'text': 'Africa', 'indices': [228, 235]}]",,The Memesphere
Fri Jun 18 20:37:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,1,Die_Primel,3067,4992,,,,Hamburg
Fri Jun 18 20:37:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,17,13,1woman1nation,363,1229,,"[{'text': 'COVID19', 'indices': [19, 27]}]",,"Lakota Country, Rapid City, SD"
Fri Jun 18 20:38:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,452,184,Lyndagee49,3235,2402,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,
Fri Jun 18 20:38:11 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,572,377,trees84241301,36,136,,[],,
Fri Jun 18 20:38:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,404,198,sumek,617,97,,[],,"London, UK"
Fri Jun 18 20:38:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,69,32,barbaramunro8,36,136,,"[{'text': 'AstraZeneca', 'indices': [37, 49]}, {'text': 'CureVac', 'indices': [90, 98]}, {'text': 'COVID19', 'indices': [99, 107]}, {'text': 'EuropeanIUnion', 'indices': [108, 123]}]",,
Fri Jun 18 20:38:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,63,14,Nompumelelo__n,1839,1865,,,,South Africa
Fri Jun 18 20:38:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,151,97,GEORGIA_CEAL,29,54,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Atlanta,Ga"
Fri Jun 18 20:38:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,28,33,BeeTeaAssOt7,97,1150,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]",,She
Fri Jun 18 20:38:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,20,18,vwheato,20589,22616,,"[{'text': 'covid19', 'indices': [77, 85]}]",,Third planet from Sol
Fri Jun 18 20:38:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,BrotherKD,1496,724,,,,South Africa
Fri Jun 18 20:38:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,86,46,GEORGIA_CEAL,29,54,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Atlanta,Ga"
Fri Jun 18 20:38:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,GrantRants,6656,2138,,,,St.Catharines
Fri Jun 18 20:38:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,242,101,OpenMarketingTV,18753,20134,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",,Amsterdam
Fri Jun 18 20:39:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,42,33,Malebo1andonly,218,914,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,"Kimberley, South Africa"
Fri Jun 18 20:39:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,453,185,degsyroberts,2305,4936,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,
Fri Jun 18 20:39:36 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,4,2,DemiCassiani,65134,59993,,"[{'text': 'Adelaide', 'indices': [4, 13]}, {'text': 'Covid19', 'indices': [40, 48]}, {'text': 'coronavirus', 'indices': [149, 161]}, {'text': 'AstraZeneca', 'indices': [186, 198]}]",,"Adelaide, Australia"
Fri Jun 18 20:39:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1672,1158,renee88lee,618,286,,"[{'text': 'COVID19', 'indices': [6, 14]}]",,
Fri Jun 18 20:39:49 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">SmartTaipei</a>",,,,en,22,9,SmartTaipei,593,250,,"[{'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Vaccines', 'indices': [115, 124]}]",,Taipei
Fri Jun 18 20:39:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,936,528,flaviaursa42,60,393,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,Sverige
Fri Jun 18 20:39:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,Aroguden,12185,12817,,,,Barquisimeto-Venezuela
Fri Jun 18 20:39:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,26,10,biodunawosusi,2452,777,,"[{'text': 'vaccines', 'indices': [28, 37]}, {'text': 'Africa', 'indices': [47, 54]}, {'text': 'COVID19', 'indices': [220, 228]}, {'text': 'COVAX', 'indices': [274, 280]}]",,Global
Fri Jun 18 20:40:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,65,24,liz196028,695,1180,,[],,
Fri Jun 18 20:40:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,30,9,KSP_Libs,3041,3744,,"[{'text': 'Covid19', 'indices': [3, 11]}, {'text': 'StopTheSpread', 'indices': [141, 155]}]",,Kildonan-St. Paul Winnipeg MB
Fri Jun 18 20:40:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,114,34,Ria_LA_A,121,120,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,"Port of Spain, Trinidad"
Fri Jun 18 20:40:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,54,34,KSP_Libs,3041,3744,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,Kildonan-St. Paul Winnipeg MB
Fri Jun 18 20:40:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,69,33,Lee18888196,70,152,,"[{'text': 'AstraZeneca', 'indices': [37, 49]}, {'text': 'CureVac', 'indices': [90, 98]}, {'text': 'COVID19', 'indices': [99, 107]}, {'text': 'EuropeanIUnion', 'indices': [108, 123]}]",,"New Milton, England"
Fri Jun 18 20:40:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,5,4,AlastairJT,8329,1960,,[],,Bath
Fri Jun 18 20:40:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,151,98,NewBethMin,654,631,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Bethlehem, PA"
Fri Jun 18 20:40:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,GreatCyrusSeek,194,302,,,,
Fri Jun 18 20:40:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,186,118,Wildwind___,41,898,,,,Somewhere
Fri Jun 18 20:40:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,407,199,2dizzymadwife,23,359,,[],,
Fri Jun 18 20:40:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,3,1,british2012,593,2336,,"[{'text': 'COVID19', 'indices': [3, 11]}]",,Kempton Park
