created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 22:05:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,573,244,ak2webd3,3659,5007,,"[{'text': 'DeltaVariant', 'indices': [11, 24]}, {'text': 'DeltaVariant', 'indices': [139, 152]}, {'text': 'COVID19', 'indices': [216, 224]}]",,"Bay Area, California"
Fri Jun 18 22:05:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,408,258,TrainsongGaming,116,85,,,,
Fri Jun 18 22:05:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,287,264,CovidSupportSA,955,471,,[],,
Fri Jun 18 22:05:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,409,259,youdamann73,5,5,,,,Slightly North of London
Fri Jun 18 22:05:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,99,87,alemuw1,16872,3190,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,"Atlanta, GA, USA "
Fri Jun 18 22:05:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,39,24,Slaybells3,2637,3043,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,United States
Fri Jun 18 22:05:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,OLUWA_BaMIJE,937,1033,,,,"Milwaukee, WI"
Fri Jun 18 22:05:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,39,25,tarcila80327028,10,170,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,
Fri Jun 18 22:06:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,409,260,octobercryptid,84,696,,,,
Fri Jun 18 22:06:09 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,409,261,sumayya152,24,176,,,,She/her
Fri Jun 18 22:06:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,10,11,thartman2u,2537,3368,,"[{'text': 'SARSCoV2', 'indices': [37, 46]}, {'text': 'COVID19', 'indices': [276, 284]}]",,
Fri Jun 18 22:06:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,947,534,twsgy,427,417,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
Fri Jun 18 22:06:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,zero5zero6zero7,62,137,,,,"Mordor District, Delhi, 🇮🇳"
Fri Jun 18 22:07:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:07:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,LaLaRueFrench75,35323,30222,,,,San Francisco is My Disco
Fri Jun 18 22:07:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1585,903,Florantine11,132,53,,"[{'text': 'Covid19', 'indices': [145, 153]}]",,"Rotterdam, Nederland"
Fri Jun 18 22:07:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,7,1,DrLindaMD,108611,89802,,"[{'text': 'COVID19', 'indices': [253, 261]}, {'text': 'COVIDVaccination', 'indices': [262, 279]}]",,"South River, NJ"
Fri Jun 18 22:07:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,16,5,TalamanteDC,1405,2144,,"[{'text': 'COVID19', 'indices': [40, 48]}, {'text': 'TakeTheShotDC', 'indices': [145, 159]}]",,"Washington, DC"
Fri Jun 18 22:07:42 +0000 2021,"<a href=""https://threadreaderapp.com"" rel=""nofollow"">ThreadReaderApp</a>",,,,en,,,threadreaderapp,477520,1289,,,,Wherever threads are written..
Fri Jun 18 22:07:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,0,1,BigOrangeJeep24,126,463,,"[{'text': 'Covid19', 'indices': [251, 259]}]",,"Halton, Ontario"
Fri Jun 18 22:07:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,40,27,OliverezTina,104,307,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,California
Fri Jun 18 22:08:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,2,7,arifjamallodhi,1536,908,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'Israel', 'indices': [95, 102]}]",,
Fri Jun 18 22:08:25 +0000 2021,"<a href=""https://twitter.com/CaronaUpdates"" rel=""nofollow"">Carona Updates</a>",,,,en,2,3,Corona_SSYT,1847,1,,"[{'text': 'Africa', 'indices': [3, 10]}, {'text': 'COVID19', 'indices': [12, 20]}]",,
Fri Jun 18 22:08:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2,1,_fbtv,97,402,,"[{'text': 'India', 'indices': [116, 122]}, {'text': 'COViD19', 'indices': [125, 133]}]",,
Fri Jun 18 22:08:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,31,23,thomasmmr,2981,4824,,"[{'text': 'COVID19', 'indices': [31, 39]}, {'text': 'SARSCoV2', 'indices': [140, 149]}]",,"Maracay, Venezuela"
Fri Jun 18 22:08:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,50,10,audionate_LA,20,225,,"[{'text': 'COVID19', 'indices': [76, 84]}]",,"Los Angeles, CA"
Fri Jun 18 22:08:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,CLTMayor,33217,934,,,,"Charlotte, NC"
Fri Jun 18 22:08:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,30,31,Shahed__Ahmad,4023,1765,,"[{'text': 'COVID19', 'indices': [12, 20]}, {'text': 'VaccinEquity', 'indices': [271, 284]}]",,"England, United Kingdom"
Fri Jun 18 22:09:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,1,AlfieTurner2,246,2771,,[],,Eastbourne
Fri Jun 18 22:09:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,1674,1159,zangu2020,268,1170,,"[{'text': 'COVID19', 'indices': [6, 14]}]",,
Fri Jun 18 22:09:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,paldhous,10938,2754,,,,San Francisco
Fri Jun 18 22:09:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,Int2View,114,283,,,,Australia
Fri Jun 18 22:09:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1043,348,KelvinFromChiga,161,3692,,"[{'text': 'COVID19', 'indices': [5, 13]}]",,"Kisumu, Kenya"
Fri Jun 18 22:09:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,600,282,KelvinFromChiga,161,3692,,"[{'text': 'COVID19', 'indices': [67, 75]}]",,"Kisumu, Kenya"
Fri Jun 18 22:09:50 +0000 2021,"<a href=""http://rechargeduniya.com/"" rel=""nofollow"">current news </a>",,,,en,0,2,SweetCookiesme,581,0,,"[{'text': 'Delhi', 'indices': [64, 70]}, {'text': 'Mumbai', 'indices': [71, 78]}, {'text': 'vaccines', 'indices': [79, 88]}, {'text': 'COVIDEmergency', 'indices': [89, 104]}, {'text': 'COVID19', 'indices': [105, 113]}, {'text': 'COVID', 'indices': [114, 120]}, {'text': 'covidleads', 'indices': [121, 132]}, {'text': 'resources', 'indices': [133, 143]}]",,
Fri Jun 18 22:09:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,474,241,Sue34399906,15,48,,[],,
Fri Jun 18 22:10:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,0,1,NerbieDansers,1902,2070,,"[{'text': 'COVID19', 'indices': [28, 36]}]",,hell
Fri Jun 18 22:10:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,589,664,bklynblonde01,120,203,,[],,NY & everydamnwhere else
Fri Jun 18 22:10:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,161,133,umasalam,5062,5346,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,
Fri Jun 18 22:10:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,RandalForce,10,13,,,,
Fri Jun 18 22:10:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,94,53,ScienceOfCats,0,6,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,The Twittiverse
Fri Jun 18 22:10:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,4,8,AbuibrahimNBS,163,662,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'Israel', 'indices': [95, 102]}]",,
Fri Jun 18 22:10:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,QSpartamaggie,1319,4014,,,,"Abuja, Nigeria"
Fri Jun 18 22:10:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,30,34,the_zainiac,409,367,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]",,011
Fri Jun 18 22:11:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,585,385,LastButOne1,16,118,,[],,
Fri Jun 18 22:11:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,sikh_coalition,36502,2079,,,,"New York, NY"
Fri Jun 18 22:11:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,mal_briggs678,127,858,,,,Yorkshire
Fri Jun 18 22:11:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,4,1,RayZahab,8109,4163,,"[{'text': 'COVID19', 'indices': [86, 94]}, {'text': 'VaccinesWork', 'indices': [127, 140]}, {'text': 'COVIDVaccines', 'indices': [150, 164]}]",,Canada
Fri Jun 18 22:11:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,168,112,alexbpeterson,1868,1293,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Spokane, WA"
Fri Jun 18 22:12:02 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,,,TCFLA,497,316,,,,"Toronto, Ontario"
Fri Jun 18 22:12:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,7,2,shemp357,350,1037,,"[{'text': 'COVID19', 'indices': [234, 242]}, {'text': 'Vaccines', 'indices': [243, 252]}]",,
Fri Jun 18 22:12:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,416,264,disasterqueerea,436,392,,,,chicago
Fri Jun 18 22:12:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2014,143,theskibeagle,49720,94347,,"[{'text': 'Covid19', 'indices': [153, 161]}]",,London & Ireland
Fri Jun 18 22:12:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,94,54,ronnynga,76,2414,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 22:12:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:12:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:12:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,_jankipatel,54,58,,,,
Fri Jun 18 22:12:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,156,91,ronnynga,76,2414,,"[{'text': 'COVID19', 'indices': [68, 76]}]",,
Fri Jun 18 22:12:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,0,2,thedijohnson,98,590,,"[{'text': 'COVID19', 'indices': [130, 138]}, {'text': 'access2meds', 'indices': [139, 151]}, {'text': 'qldpol', 'indices': [152, 159]}, {'text': 'qlder', 'indices': [160, 166]}]",,#AlwaysWasAlwaysWillBe
Fri Jun 18 22:12:58 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,0,1,JoelKlebanoff,1142,392,,[],,"Toronto, Ontario, Canada,World,Universe"
Fri Jun 18 22:13:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,586,386,BarbaraVonOw,928,1039,,[],,"Leicester, UK"
Fri Jun 18 22:13:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,hollywoodcurry,2433,984,,,,USA
Fri Jun 18 22:14:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,73,35,PeterGibson72,273,414,,"[{'text': 'AstraZeneca', 'indices': [37, 49]}, {'text': 'CureVac', 'indices': [90, 98]}, {'text': 'COVID19', 'indices': [99, 107]}, {'text': 'EuropeanIUnion', 'indices': [108, 123]}]",,"Carnmoney, Northern Ireland"
Fri Jun 18 22:14:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,420,265,Steven_Elsner,320,427,,,,Shadow Realm
Fri Jun 18 22:14:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,DaviesBooks,91315,75400,,,,USA 
Fri Jun 18 22:14:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,589,665,lisalawyer9,101,325,,[],,"New Brunswick, Canada"
Fri Jun 18 22:14:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1,1,maneewan,211,46,,"[{'text': 'Covid19', 'indices': [218, 226]}, {'text': 'โควิด19', 'indices': [227, 235]}]",,
Fri Jun 18 22:14:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,23,20,MarkSmi75510649,64,8,,"[{'text': 'COVID19', 'indices': [42, 50]}]",,
Fri Jun 18 22:14:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,288,265,lisalawyer9,101,325,,[],,"New Brunswick, Canada"
Fri Jun 18 22:14:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,0,1,richardupuy,821,600,,"[{'text': 'COVID19', 'indices': [39, 47]}]",,
Fri Jun 18 22:14:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,6,5,rachellcummins,59,216,,"[{'text': 'BeaconHospital', 'indices': [103, 118]}]",,
Fri Jun 18 22:14:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,420,266,Pradeep68775594,440,436,,,,
Fri Jun 18 22:14:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,480,192,Preciousmyheart,452,615,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,Florida
Fri Jun 18 22:14:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,21,10,prather_c,85,786,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': '5G', 'indices': [20, 23]}]",,
Fri Jun 18 22:14:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,476,242,OksanaPyzikUCL,4303,3604,,[],,"London, UK"
Fri Jun 18 22:15:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,420,267,alumonim,412,225,,,,🇮🇶
Fri Jun 18 22:15:12 +0000 2021,"<a href=""http://bustops.ng"" rel=""nofollow"">bustopsng</a>",,,,en,0,1,bustopsng,3401,4,,,,"Lagos, Nigeria"
Fri Jun 18 22:15:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,43,27,lisalawyer9,101,325,,[],,"New Brunswick, Canada"
Fri Jun 18 22:15:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,421,268,StartOfJourney,10094,4587,,,,Free Palestine
Fri Jun 18 22:15:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,481,193,asianatolia,45,117,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,
Fri Jun 18 22:15:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,41,28,kalia273,333,1309,,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Indonesia', 'indices': [61, 71]}, {'text': 'Sinovac', 'indices': [102, 110]}, {'text': 'Vaccines', 'indices': [207, 216]}]",,
Fri Jun 18 22:15:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,104,24,SesonaTheGift,900,516,,,,"Pretoria, South Africa"
Fri Jun 18 22:16:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,101,88,drkatyjenkins,497,356,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,"Newcastle Upon Tyne, England"
Fri Jun 18 22:16:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,1674,1162,versacevip2,14,227,,"[{'text': 'COVID19', 'indices': [6, 14]}]",,
Fri Jun 18 22:16:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,255,104,SousaPPS,1607,4999,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",,Portugal
Fri Jun 18 22:16:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,420,268,hilal_alqamar,78,199,,,,Thepromisedland
Fri Jun 18 22:16:47 +0000 2021,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",,,,en,2,1,compuguy,1254,4952,,"[{'text': 'COVID19', 'indices': [152, 160]}]",,The DMV
Fri Jun 18 22:16:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,138,70,empathy1st1,64,249,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",,
Fri Jun 18 22:16:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,590,666,Titanee,55,491,,[],,"New Rochelle, NY"
Fri Jun 18 22:16:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,3302,214,Kasia_HP,8175,5490,,"[{'text': 'COVID19', 'indices': [29, 37]}]",,"Las Vegas, NV"
Fri Jun 18 22:16:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,26,5,Link_Man_1,961,260,,,,Bocchi's School of Laughs
Fri Jun 18 22:16:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,164,134,SalamanderTrust,3011,2913,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,
Fri Jun 18 22:16:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,15,2,NanananaBrown,1468,1311,,"[{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'DurhamRegion', 'indices': [173, 186]}, {'text': 'RollUpYourSleevesDurham', 'indices': [254, 278]}]",,"Toronto, Ontario"
Fri Jun 18 22:16:58 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,237,52,dezsmom,396,2011,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,"ontario, canada"
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,,,en,,,PuneUpdater,88,0,,,,
Fri Jun 18 22:17:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,129,37,_shervzOG,797,370,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,
Fri Jun 18 22:17:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,103,89,SalamanderTrust,3011,2913,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
Fri Jun 18 22:17:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,14,6,Hospital_ET,1360,5001,,"[{'text': 'urology', 'indices': [83, 91]}, {'text': 'urologist', 'indices': [92, 102]}, {'text': 'covid19', 'indices': [103, 111]}, {'text': 'fertility', 'indices': [112, 122]}, {'text': 'malefertility', 'indices': [123, 137]}, {'text': 'pandemic', 'indices': [138, 147]}, {'text': 'MensHealthMonth', 'indices': [148, 164]}]",,L'Hospitalet
Fri Jun 18 22:17:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,4,3,ZexiAllyy,555,485,,"[{'text': 'covid19', 'indices': [69, 77]}]",,Nearby Bushes
Fri Jun 18 22:17:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,948,535,bgmarete,396,1289,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Dublin City, Ireland"
Fri Jun 18 22:18:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,366,84,bhekaNkonyane,243,433,,,,"Johannesburg, South Africa"
Fri Jun 18 22:18:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,129,38,_PassMeTheJava,2326,1279,,"[{'text': 'COVID19', 'indices': [74, 82]}]",,868
Fri Jun 18 22:18:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,eastknow,2511,1687,,,,East Kootenay
Fri Jun 18 22:18:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,2015,144,brintbeth,124,84,,"[{'text': 'Covid19', 'indices': [153, 161]}]",,
Fri Jun 18 22:18:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,95,55,bryant_yek,58,511,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 22:18:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2,1,Abu36671572,5,179,,"[{'text': 'AfDBAM2021', 'indices': [91, 102]}, {'text': 'Covid19', 'indices': [163, 171]}]",,
Fri Jun 18 22:18:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,478,243,SuzanneW_1,365,373,,[],,"York, England"
Fri Jun 18 22:18:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,423,269,mkhankhakwani,469,551,,,,
Fri Jun 18 22:18:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,Janet8615,358,517,,,,"Goa, India"
Fri Jun 18 22:18:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,33,23,SusieTaylorW,337,220,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",,Colorado
Fri Jun 18 22:18:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,104,90,SerraltaEmilie,461,1119,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
